,text,label
13252,@CTVNews Holy shit! And I thought our #Snowmageddon on Vancouver Island this week was bad. Sorry guys!!,
13253,I could not tell you the state of my car. It is next to my house. I consider it a write-off until Monday. I am grat… https://t.co/the4TuhYrv,
13254,"It's always fun when there are winds behind your back. The problem begins, when it's laid with snow. #nlwx #nlstorm… https://t.co/0cWVkqnTFB",
13255,"There has been the equivalent of 24.5 mm of precipitation since Fri 04:30 at ""ST JOHNS WEST CLIMATE"" #NLStorm",
13257,"Still an element of humour, love my 🇨🇦 , love our Newfoundlanders #Newfoundland https://t.co/cuiS8cKBYl",
13258,The last open water respite for the beavers and others on Crosby Lake. It’s all under ice from here on out guys.… https://t.co/2P78I4pIAx,
13261,52” on my deck. Engineering (and whomever built my house) don’t fail me now.  #nlblizzard2020 #nlstorm #nlwhiteout… https://t.co/WzIQAsHYRw,
13262,This is how much snow we have on our back porch looking out the window. Think this is bad? You ought to have a look… https://t.co/BAfZyLbUgN,
13263,"@BrianWalshWX Brian, you ever see anything like this here? #nlwx",
13264,Stay safe folks #nlstorm #nlwx https://t.co/iG0PMewx5o,
13265,The @bookninja and I making it through this storm by partying like it’s 1999. And by that I mean I just put in disc… https://t.co/0t5BGUrZt5,
13266,"Hopefully that’s the last time we go out for puppy bladders. I’ve shoveled out my door six times, but the 85-120km… https://t.co/PCg4mm89A0",
13267,Cleanup starts tomorrow! #nlwx #nlblizzard #nlblizzard2020 Our back deck at 8pm. https://t.co/YIXdxJt1hz,
13268,"Hello sexy friends!

Just a reminder that summer will come again. In the meantime, here’s me pretending to be suave… https://t.co/BB8skqhIIN",
13269,"With the impending multi-inch snow storm for southeast #michigan , I'll be air-locked in my house the next 3 days i… https://t.co/F0GNsi4fUA",
13270,Both directions of Windsor Street are now fully open. Delays will still occur due to flashing red traffic lights at… https://t.co/bGZjrnsk46,
13271,"Photo of my riding buddy on my Dresda back in the day.
Lots of bikes to take a look at for the 2020 season. Thanks… https://t.co/YrmM5C4FUs",
13272,Thinking of my friends and colleagues in Newfoundland and Labrador as they endure a major winter storm. Stay safe m… https://t.co/ssC0MySNoB,
13273,"Dearest Momma, it is a veritable blizzard!! Why, oh why must I come indoors!? #snowmaggedon2020 https://t.co/B7K0Vp0con",
13274,"Since there’s fuck all else to do while waiting out snowmagedon, might as well get in some guitar practice. Bita bo… https://t.co/ZuQJitcOzg",
13275,#stormageddon2020 has hit NL!! Stay strong east coasters!!!!! ~@GillianRadio https://t.co/QDc1NCDFYz,
13276,"I once had a back yard. My guess for snow, compared to the height of the fence, is around four feet.… https://t.co/DXs7E8AvRr",
13277,"@BrentMacLeanCa Huh interesting! 

So #stormchips is a fairly new tradition from the maritimes...

Thought this was… https://t.co/2Lc4irfbv2",
13278,"That’s about six feet of snow since this morning. Stay safe, everyone. #snowmaggedon2020 #nlblizzard2020 https://t.co/j2qpa3uyDb",
13279,"So the Outer Ring Road hasn’t been plowed since 11:00 am this morning , good luck clearing that up anytime soon !! #nlwx #nlblizzard2020",
13280,Heard a loud bang. Did a walk around the house. The wind is insane. Can’t breathe. Lost my balance and had to drop… https://t.co/GW5IujBhV7,
13281,I just reported an outage in my @torbaynl area via @NFPower 's outage reporting line. If you experienced an outage… https://t.co/u3N0VCt3Pb,
13282,At least someone is enjoying the #nlwx. #snowmaggedon2020 https://t.co/lAPfcBRQuy,
13283,#Newfoundland Tu sais qu’il ne fait VRAIMENT pas beau quand le gars local de la météo fait son topo à l’intérieur e… https://t.co/sMkJz7pgGg,
13284,The winds have actually not peaked yet on the Avalon. Peak winds are from 9 PM to 3 AM with gusts up to 150 km/h #nlwx,
13285,Porter Slopes open for business! 😊 We're lovin' our private sliding hill in our backyard!… https://t.co/wVOjY3crKQ,
13286,A gorgeous way to mark the end of the SoE. #snowmaggedon2020 #nlwx https://t.co/kUa1vKveLg,
13287,"No serious injuries at 2 different 2-vehicle collisions now in St. John’s, one on Empire Ave and another on Kenmoun… https://t.co/JC8ixVdLPX",
13288,"Saturday Sunset. January 25th. Another beauty! 
#nlwx #ShareYourWeather https://t.co/2TICwHrlpv",
13290,Reports of a collision at the intersection of Great Eastern Avenue and Kenmount Road #nltraffic #nlwx,
13291,"From beautiful waterfalls to gorgeous vistas, Gros Morne National Park has so much to offer. Check out these great… https://t.co/OEM9kymEBu",
13292,"I said to my daughter it's good the state of emergency is lifted. She replied, ""Yes, we are not under house arrest… https://t.co/2nMydbBZQn",
13293,It's a blue sky day on Ogilvie Street. Snowbanks not as high as when @EddieSheerr did his famous video in April 201… https://t.co/gVIXNqd7et,
13294,Yes dogs do smell! And no I'm not going next 😾! #catsrule #Newfoundland https://t.co/oX7KcqrswK,
13295,Happy to be back on the ice tomorrow as @ECMMBlizzard host @TriPenOsprey 3:30pm at Feildian Gardens.… https://t.co/Dw6veTd5gW,
13296,"@LetsFishSmarter The biggest problem I encountered today, driving around, was the complete lack of view at the inte… https://t.co/JygIuwecTt",
13297,Survived #Snowmageddon2020! #nlwx @CBCNL https://t.co/hqZB1ftljT,
13298,This luxury hotel in Canada might be one of the most remote places to stay in the world https://t.co/i7GtAa1yhb… https://t.co/8ucjVbicbQ,
13299,"Joshua Wall's body found off Roaches Line, police confirm https://t.co/JFyVqivGb7 #newfoundland",
13300,Decided to do a car-based errand. Got about 40 m up our street and then totally stuck at the corner of William stre… https://t.co/0ATSMRdyZn,
13301,"Now that the city is back up &amp; running after an entire week of shutdown/ state of emergency, be sure to get out &amp; s… https://t.co/OMgBBr11pe",
13303,Out today &amp; everything is back to normal  with the number of cars running red lights it is crazy!! #nltraffic,
13304,Yay! @markcritch finally got home but wouldn’t let him in the house. #nlwx https://t.co/S1nUA1WZ3J,
13305,"Yes, thank you! Free buses on all routes until Feb. 7, such a wonderful idea! #nltraffic #nlwx #nlblizzard2020… https://t.co/hyku1770Y7",
13306,St. John’s you survived #stormageddon2020 you got bragging rights.,
13307,Agreed. Literally nobody is saying that these employers are villians. We need an option that puts money in the hand… https://t.co/8LkuwvDGyW,
13308,@HappyCitySJ @CityofStJohns @storied_selves @rgwhitaker @davidrbrake  #nltraffic #nlblizzard2020 #nlwx https://t.co/8sVsHCosBA,
13310,Stunner of a day! #Winter #Winterton #NLwx #ShareYourWeather ❄️🌞#MyView https://t.co/pPMMTbUu9X,
13311,@CBC Whenever I open a can of sardines it reminds me of growing up in #Newfoundland and catching conners from the wharf. :-),
13312,15:49 EnvCanada issued warning #WindWreckhouse #Wreckhouse #NLwx https://t.co/KcKPJcWGnB,
13313,15:49 EnvCanada issued warning #WindWreckhouse #ChannelPortauxBasques #NLwx https://t.co/z2KuVBJt1t,
13314,Upside down lucky didn’t jump the rail #nltraffic #steadybrook west bound lane #cornerbrook @CBCNL @570VOCM… https://t.co/OJulA9u77V,
13315,"Quiet streets in Trinity this morning, but lots of color and blue skies! #nlwx #ShareYourWeather #photography https://t.co/KCKmTHuXTJ",
13316,"Walking around dt today post-#yytSoE, it feels like I'm outside of #yyt, dare I say, it may even feel like being ar… https://t.co/RiscrF9odu",
13318,I typically have a moratorium on talking about the weather (except with cab drivers) because it can be a conversati… https://t.co/ZvU3ODzSl2,
13319,Being cleaned up at this hr caution #nltraffic #steadybrook #cornerbrook @CBCNL @570VOCM @boiradio https://t.co/vPIZSh8Pw7,
13320,"Happy Saturday afternoon! On the Yogi Trail with @mark_709 having a snowshoe, it's a beauty of a day out ☀️☀️ #nlwx… https://t.co/ZlItNgdK6x",
13321,De la pluie est attendue pour lundi. La ville de St-Jean demande l’aide des résidents pour déboucher les puisards d… https://t.co/yPcZDLdqR6,
13322,"This sign — ""Freedom!! Thank you"" — kind of sums up the mood on Water Street today 

#SOEover #yyt #nlwx https://t.co/1lGSVamS9w",
13323,We are a nation big enough to hold everyone and kind enough to care for everyone. @FoundandBliss… https://t.co/f359ApOLrt,
13324,The 10 most historic and remarkable churches in Canada https://t.co/mIyWTP3oWq #Canada #Newfoundland #Quebec… https://t.co/rw58ulvriy,
13325,It’s so nice to be in a crowd of people. I never thought I’d say it. #nlwx,
13326,Beautiful calm day #nlweather https://t.co/zV3cnykbZj,
13327,"My colleague (aka work  crush) Stetson is beyond happy to be outside on this gorgeous day! 

#snowmaggedon2020… https://t.co/hsKF4lro1w",
13328,Deep pothole in lane closest to the curb in front of Jumping Bean Cafe on Kelsey Drive. Hard to see until you’re pr… https://t.co/rokJWj4Y7A,
13329,Just picked up my LOCALLY made turkey sandwich from Breen’s Deli!  Don’t forget to buy local! #snowmaggedon2020… https://t.co/o8oIhNGWXz,
13330,Police find body of missing 26 year-old man who tried to \walk to a friend's house during the mammoth snowstorm in… https://t.co/MEs6Shdjkm,
13331,I've survived #snowmaggedon2020 time to order pizza!,
13332,was hoping (against hope) they would find him safe and alive https://t.co/xja2HpKKrK #Newfoundland,
13333,Do NOT take Waterford bridge road today. It’s barely one lane and they haven’t restricted traffic. It was probably… https://t.co/YIgWpzkBSo,
13334,Fine day on clothes. After digging out to get to the clothesline... #nlwx https://t.co/YK9ljvkG9P,
13335,"Thank you ATLANTIC TRAILER &amp; EQUIPMENT Ltd. for lending us this beauty today 🌈🐴❤❄
#snowmaggedon2020 #gratitude… https://t.co/2ocxQRhFDS",
13336,Sadie loves #Snowmageddon. https://t.co/kUDOvYH63L,
13337,The latest The NL Classifieds Daily! https://t.co/KueCLDfs5e Thanks to @BizArtsNL @Secureship @LesGReis1 #newfoundland #nlsnowstorm2020,
13338,"Twitter is incredibly boring now that the NFLD crisis is over.  Everywhere, the same boring crap: Trump. Harry &amp; Me… https://t.co/BfIT4Iasdv",
13340,"Wondering how the soldiers are doing in St. John’s, &amp; if Canadian Military is prepared to treat ‘em for PTSD - Post… https://t.co/XfN57QTZ7C",
13342,‼️‼️‼️‼️ SCRATCH THAT ‼️‼️‼️‼️ MATCH IS AT 6‼️‼️‼️‼️ EVERYONE POP OUTTTTTT😈😈😈😈😈 #snowmaggedon2020,
13343,"Less catastrophic than I expected; maybe everyone's still asleep.

Monday morning's should be ""fun""..

#NLtraffic https://t.co/FLZ4XpZYtK",
13344,"#support local @DowntownStJohns businesses Visit a locally owned downtown business, snap a pic of you and your purc… https://t.co/wbksWC2DCx",
13345,"After Snowmageddon 2020, Mexico 2020 here we come! Ready to shovel sand not snow. 

Thanks Lynn Piercey of Legrow T… https://t.co/bIvKhZtPzL",
13346,The stage where we clean our fish got hit pretty hard. #snowmaggedon2020 https://t.co/2CVH8l0Bz7,
13347,Sunny Saturday - important to take advantage of the day to make sure neighbourhood catch basin are clear. #nlwx… https://t.co/8sD2HcAimS,
13348,What a fantastic team - #nlstorm2020 brought us all closer together and gave us an opportunity to meet and support… https://t.co/iOGY2EWLvj,
13349,Big shout out to @Moxies_official for paying their St.John’s staff for shifts missed during the state of emergency.… https://t.co/aJCljzP6oB,
13350,Update. Ferry Sound Of Islay Is At Portugal Cove. Approx 4:00pm Ferry Will Start Sailing #nltraffic,
13351,@SarahSmellie St. John's is not a pedestrian-friendly city. I predict serious injuries &amp; mayhem by Monday. Some who… https://t.co/aOFrm4HHfT,
13352,See ya later #snowmaggedon2020 👋🏼 Beautiful day for a boil up! 🌲❄️ https://t.co/ytsXDnF2SC,
13353,Very happy to hear today that @CygnusGymNL is one of these high road companies who will be compensating their staff… https://t.co/uWYFlEwtr8,
13354,Thanks to the hard working City crews who are clearing the catch drains in preparation for Monday’s weather.  Mine… https://t.co/PXWwzgEgpu,
13355,"A rare, near-cloudless day on the Island!  Image from @NASAEarth WorldView. #nlwx https://t.co/5KUvi3obd7",
13357,"My car battery is dead. 🙄

Whoever coined the phrase, ""Get the hell out of Dodge"" has clearly never been through a… https://t.co/RilyjQVBkJ",
13358,Church of the Most Holy Trinity. Oldest standing wooden church in Newfoundland. Built in 1833. Tower added in 1880.… https://t.co/FGvTyhnVSM,
13359,Body of missing man found #Newfoundland https://t.co/UtQgckInRq,
13360,"An incoming system from Quebec and Ontario is set bring rain, snow and a risk of freezing rain to Atlantic Canada t… https://t.co/tvhPI3rQBH",
13361,Massive pothole alert on Bennett’s Road. Between Thorburn and King’s Hill Road heading towards Old Broad Cove Road.… https://t.co/9yDwDCNOzM,
13362,We had a #snowangels #rescuecrew show up today to carve some paths for the horses to run in their paddocks and the… https://t.co/m90A66K2Hr,
13363,Winter ❄️ in #Winterton #NLwx #ShareYourWeather #ComeHaveASit #TakeASpell #BonnyDay https://t.co/cZzAefQnmt,
13364,"Sunny day in St. John's, and lots of foot traffic on Water Street. Sidewalks are cleared as merchants open for the… https://t.co/npaUZMQi9P",
13365,"“The three words that restored my faith in humanity”

#NLblizzard2020 #Stormageddon2020 #NLwx #NLstorm2020 #YYTSOE  https://t.co/UCj9xjqbK1",
13366,"On Sunday night, rain will move into southern Newfoundland. Rain is expected for most of the Island. Southern secti… https://t.co/f5DkqlnEF0",
13367,"I like the part where everyone's praising the city today for their ""freedom"" as if there were some kind of lockdown… https://t.co/0DqtUSgb9i",
13368,Ferry Sound of islay #nltraffic https://t.co/OerSzy46Wr,
13369,"...on their brakes for you, I hope a bird shits on your head. This is not a slight to runners but can you at the ve… https://t.co/YODWYeBx6f",
13370,Starting the afternoon with some #supportlocalnl and plan is to continue at Erin's into the evening. I think I can… https://t.co/SbJMv44qq4,
13371,Huge thank you to @townofparadise for their amazing snow clearing efforts! It is incredible to see the clear sidewa… https://t.co/IZihOJVTvV,
13372,Just walked home along queens road &amp; it's treacherous. No shade on all the hard work going into cleanup! Cars just… https://t.co/yy1DRVIZpC,
13373,This great picture was sent in by Trish Molloy who needed many bags and bottles of our wine to measure her enormous… https://t.co/Azn57WAN7Z,
13374,"Military is still digging residents out, lots of pedestrians around as well as heavy equipment. Drivers, slow down… https://t.co/ZwWDOiLiyR",
13375,This would be awesome at home! Maybe a neat idea for the @RNC_PoliceNL for a decommissioned patrol car!… https://t.co/YVSLn0EDFc,
13377,"Sgt.Windflower has more than a few mysteries on his hands. He suspects that three recent cases might be connected,… https://t.co/t6yc1S9lmG",
13378,"🚨Breaking News, Bell Island Changing Ferries. Approximately 4pm Ferry Sound Of Islay Will Be Sailing Bell Island/Po… https://t.co/XJFH4wUmVY",
13379,#SaturdayThoughts 🌪 #SnowDevil or #SnowTornado? #Snowpocalypse2020 #weather https://t.co/CgnZHkPcFJ,
13380,Two vehicle accident on the PPParkway in front of the geology bldg.  #nltraffic,
13381,"Made my first donation of 2020 today, the first day that @LifelineNL has been able to open since #stormageddon2020… https://t.co/6evPScRmOE",
13382,me leaving my house when the state of emergency is finally lifted #nlwx #stormageddon2020 https://t.co/3Lc5dl51wX,
13383,"Mixed Bag of Weather Expected Across Atlantic Canada  #NSwx #NBwx #PEwx #NLwx

https://t.co/SEpw6iaRng",
13384,@ElementCoffeeNL our first visit today! What a lovely spot and the brownie!!! Oh my! Great service and it’s packed… https://t.co/yZluE7kZdR,
13385,@DannyBreenNL when Mayor Danny Breen’s name is around more frequently because of the blizzard and that has people m… https://t.co/YvEgXgwjQ2,
13386,"One thing is clear to me at the end of #snowmaggedon2020 state of emergency...

I have forgotten how to people.",
13387,Jesus now that the snow is all cleared the traffic is some tight on Pitts Memorial heading downtown  #NLTraffic https://t.co/YtkqWtXl4u,
13388,Happy Saturday afternoon from sunny St. John's! This is the view of #JellybeanRow from our offices. The city is sta… https://t.co/9ioZ7ZeGQ1,
13389,"I still can't see over the snowbank!
#snowmaggedon2020 #Caturday #snow #CatsOfTwitter https://t.co/a49MtP8WfN",
13390,Anyone have an old recipe for #Newfoundland Butterscotch pie? My mum in NS can't find the recipe and I'd love to make it.  #novascotia,
13391,"#nltraffic #nlwx If you don't know where your drain is on your street, look at your street on Google Map Street Vie… https://t.co/4h5QEP5wQi",
13392,Breaking out &amp; launching myself down the Shute for freshly baked bread &amp; more @rocketbakeryNL #LoveLocal @CalLeGrow… https://t.co/ShmIf5aaHB,
13393,With the state of emergency finally lifted did you get out and #supportlocal today?  We did and we’re loving our ne… https://t.co/3JngvQeKnn,
13394,"Joshua Wall's body found off Roaches Line, police confirm https://t.co/rzpRavxgLt #newfoundland",
13395,"My favorite house in Trinity this morning under beautiful, blue skies! Love the shadows from the trees...looks like… https://t.co/4Sfqb3ud7m",
13396,Might be awhile before we have a kid riding a bike down the street again 😂 #nltraffic #nlwx https://t.co/GCACeWIrg4,
13397,Dudes of St. John’s: underdressing for the weather is not a personality. #nlwx,
13398,NL Snowmageddon 2020 #NLWX https://t.co/MoUkgkZWaN,
13399,PSA: Was able to call my car insurance company and they moved a payment ahead a week to help ease up from… https://t.co/kXZt3JEORw,
13400,#stormageddon2020 was all fun and games until it wrote my car off. Not pleased I need her back :( rip Sylvia,
13401,"Goodmorning 🐻
.
.
.
.
#newfie #newfiesofinstagram #newfiepuppy #newfies #newfiesarethebestdogsever #newfielove… https://t.co/bzgr7NIG8p",
13402,@GrnEyedGirl1970 thank you.The people of #Newfoundland were amazing #snowmaggedon2020,
13403,Let’s Groundhog Day 2020. Who’s in? #snowmaggedon2020 #nlblizzard2020 https://t.co/p3f1QMGijF,
13404,This picture says it all about #OPLENTUS ... service with a smile! #YYTSOE #NLStorm #NLProud 🇨🇦 https://t.co/lnpwC2BNWy,
13405,"The #SOE not all bad- got to spend lots of time out in the fresh air, snowshoeing and reawakened my love of baking… https://t.co/lvwVKwHkE5",
13406,I've been living in central for two years now. I don't know how I would have made it through #snowmaggedon2020 if I… https://t.co/swi0Za4dCt,
13407,"This shovel says it all. So done with #snowmaggedon2020. With the SOE lifted it was a gorgeous,bright, crisp mornin… https://t.co/vRuEFIaMQn",
13408,"Pretty friggin cute. #snowmaggedon2020

https://t.co/X2P1hVtus5",
13409,"#boarding #cominghome #snowmageddon2020 #leaving #newfoundland @ Airport, St. John's, Newfoundland and Labrador https://t.co/5HumksB2i8",
13410,"It's like a fun treasure hunt!

#NLwx #NLtraffic https://t.co/8KyJ0cTv3T",
13411,"Happy Saturday! My camera lens pointed me in the direction of Trinity, NL this morning, where I always take a gazil… https://t.co/wmLEAoQgQt",
13412,Missing home. #BatteryCafe #nlblizzard2020 https://t.co/fuvLldAAvF,
13413,"Sgt.Windflower has more than a few mysteries on his hands. He suspects that three recent cases might be connected,… https://t.co/bMEp7Wa8Be",
13414,Everyone‘s like “OMG having to stay inside for days on end is the worst I can’t handle it come rescue me aaaaah!” A… https://t.co/gUjGtB1goX,
13415,"Izzy says, ""Now that I've seen Dr. Walter and the team, I'm ready for my close-up!""
#healthypet #happypet… https://t.co/LJE6708WWe",
13416,"Made it back to St. John’s.

Anyone have a spare flamethrower?!
#nlwx https://t.co/S1y9Vfhb26",
13417,"Please avoid travelling Waterford Bridge Rd. (DT to Road de  Luxe) unless you have to. It is still a single lane, t… https://t.co/lf3qikGH9c",
13418,Returning home! Not goin’ out again! #nlwx #nltraffic https://t.co/ESpvzSCP5T,
13419,"This was taken at 10:30 this morning on Elizabeth Avenue, in front of @MemorialU’s Arts and Admin building. It’s be… https://t.co/KV4odeZCCS",
13420,"With rain forecasted for Monday, City crews are working to uncover catch basins. Please dig out catch basins in you… https://t.co/1Usrpf2X81",
13421,Despite a nearly empty parking lot there are still cars parked in the fire lane. A true sign that #YYTSOE is offici… https://t.co/KJ7i4aRIB9,
13422,Bitta Torbay road #nltraffic https://t.co/P6JUpDxHIZ,
13423,On the #GreatNfldSongbook this weekend a classic #Newfoundland country rocker.. the only Nfld song that features a… https://t.co/bZGfXAJwgI,
13424,"Shower frequency during #snowmaggedon2020: 1/3 days.
#giveusahug #amiright #whywontanyonevisit #bodywashisoverrated… https://t.co/pHPGxDKRmC",
13425,Out for brunch. #freedom #snowmaggedon2020 Take your time driving. Hard to see and streets often go from double to… https://t.co/MEK82qSjhf,
13426,"we aren't the only ones, unfortunately #nlwx #nltraffic #YYT
https://t.co/R072ElBG0S",
13427,Beautiful day in the neighbourhood. #snowmaggedon2020 #SOEover #nlwx https://t.co/hZIVbYyAbL,
13428,@GovNL @ECAlertNL24 would you consider doing a paper on how you successfully dealt with the #snowmaggedon2020. Woul… https://t.co/IM4kAXavnE,
13429,THANK YOU @CanadianForces for showing up to clear my driveway and those of the elderly neighbours. Your tireless ef… https://t.co/uMuRyjjkKQ,
13430,"The St. John's State of Emergency has been lifted, the sun is shining, local businesses have reopened, and we're re… https://t.co/ZNvxmixyoQ",
13431,Can anyone guess where this picture was taken? @590VOCM @VOCMNEWS @GerriLynnMackey #nlwx #nltraffic https://t.co/oZ31kg0cXf,
13432,@Rainmaker1973 @nunavut453 Just got off the phone with Danny...he’s promised that the next traffic circle at Galway… https://t.co/OHEXB0OZK7,
13433,Had a short work trip offshore of Massachusetts. Flew out of YYT Thursday evening (Jan 16) and touched down in St.… https://t.co/pkzialwCsz,
13434,"Meanwhile, my car back home in #Newfoundland #blizzard2020 #Antarcticaeh https://t.co/IL17u0nKOT",
13435,We need to ask ourselves why municipal and provincial govs lagged behind the Snowmagddon Facebook page in helpful a… https://t.co/E6v4WkXXWE,
13436,How @Starbucks do you justify a 0.46 cent increase on your Americano 🤷‍♀️ Snowed in for a week #snowmaggedon2020 an… https://t.co/mAExzQ7ZmG,
13437,"Oh hell

#nlwx https://t.co/jxFbTGztBa",
13438,Headed to @bwaycon ? Pop over to #NYTTravelShow Booth 642 to learn about @maxximvacations #RealKevinT… https://t.co/rDJQHmTzWk,
13439,@Tony975KROCK @975krock Hey Tony - please advise people to stay off Waterford Bridge Road if possible.  One lane at… https://t.co/y487zMvDDF,
13440,"Tried to clear the storm drain by my house but can’t get through the 6 inches of ice to find it. #nlwx  Ideas, anyone?",
13441,"Driver Charged for Driving 175 km/h in Metro

@RCMPNL #nltraffic

https://t.co/DpZNKXNkzA https://t.co/nqE42QXfId",
13442,@CityofStJohns can we look at getting snow removed where TGH meets Kenmount? Just got off the ramp to turn right (t… https://t.co/apIUcJSHBF,
13443,"Finally out, and supporting local, after #snowmageddon #lovelocal @CalLeGrow https://t.co/cLwIo5XQJG",
13444,Once I heard I could leave my home this morning. #nlblizzard2020 https://t.co/imKUdChNUn,
13445,"On my walk with PB, saw a man scale a 5 foot snowbank to access the community mail box half buried on the other sid… https://t.co/aN9xXeePAP",
13447,.@powerstim: Newfoundland and Labrador’s Snowmaggedon shows the power of community helping community #Snowmageddon… https://t.co/cMuzephbbL,
13448,My snow house is collapsing in on itself day by day #nlwx @ The Compound https://t.co/K2F9Uz451I,
13449,This was just a week ago. The day after. #snowmaggedon2020 https://t.co/csHjwSSru7,
13450,"#snowmaggedon2020

“State of Emergency” is lifted!

https://t.co/SakDTLcplH",
13451,"We’re free! 

#soeyyt #snowmaggedon2020 #Lovelocal ... Rocking out at the fabulous Waterwest! 

@CalLeGrow - we doi… https://t.co/6Jo9EVZPXk",
13452,Nice shot of the best friggin place in da world.. Carbonear Newfoundland #nlwx .. gorgeous day 💙 https://t.co/xlVIGSMzfp,
13453,@VElementary very low hanging electrical wire near the spider climber. May want to address before Monday. #nlwx… https://t.co/v5MS3b2yAG,
13454,Reminder: The Town has a 24 hour parking ban in place; no vehicles permitted to park on any Town roads. #nltraffic https://t.co/yWipOT0lBS,
13455,"Congratulations, St. John's.

If you're reading this, you survived the Great Snowmageddon of 2020.

 #nltraffic… https://t.co/EtRkMGSeWN",
13456,"Our sister store Flip Flops is open for business! Drop by for some
🚫TAX-FREE🚫 deals on swim, dance, gymnastic and s… https://t.co/MAEAYKJz1I",
13457,We'll be population neutral this year as the storm's baby boom cancels out the countless casualties caused by cager… https://t.co/pg6QLuGzO8,
13458,Whoa! Not good. #nltraffic @VOCMNEWS https://t.co/RioJ3aGAa5,
13459,A startup founder explores sustainable small businesses in Canada's #Newfoundland and Labrador. (Partner Content),
13460,First 10 minutes of driving since #snowmaggedon2020 in #yyt and was almost side swiped by two metrobuses. And they… https://t.co/QIQJ9BBxVw,
13461,SoE has been lifted for a few hours and I’m already feeling severe FOMO because people are heading downtown to do f… https://t.co/DgDQ6ZEBrL,
13462,"Our lovely snow mountain (I'm 5' 6"")😊❤❄ #nlwx #snowmaggedon2020 #nlblizzard2020 #nlblizzard #Newfoundland… https://t.co/BgT8yF8V7g",
13463,@RCMPNL Moron!! What the heck is wrong with these people!!??! They must have a death wish... &amp; worse... they don’t… https://t.co/KJCNNOSM2S,
13464,It has been amazing seeing the support for local businesses and people eager to buy local. I know that this week ha… https://t.co/7xKb38CZPZ,
13465,I taught 8 how to give a snowman a pile driver out of a tree if you’re wondering how many fucks I give this weekend… https://t.co/9Fg0Ujt5iO,
13466,Maybe it’s still an SOE for pedestrians #nlwx #nlblizzard2020 https://t.co/oUfbryJxFd,
13467,Assessment of #SoE: “⁦@GovNL⁩ at least was present on Twitter. Department of Transportation and Works had excellent… https://t.co/0LT1SOe79f,
13468,A beautiful winters day over a snow-covered Newfoundland #nlwx https://t.co/fn5kYrCP3t,
13469,"Wonderful to see so many people out and about in Georgestown this morning. If you're heading to the bakery or cafe,… https://t.co/8AyUyQS6k9",
13470,PLZ SHARE! The city is still NOT SAFE for pedestrians. We need @CityofStJohns to immediately implement lower speed… https://t.co/ErA6n7pgTD,
13471,@weatherchannel #SaturdayMorning #snowstorm #snowday #snow #Snowpocalypse2020 #Snowmageddon2020 three days of this… https://t.co/a7J5TWZo2t,
13472,"St. John's peak 2020: Business shaming 🙄 Give it a rest b'y 
#nltraffic #stormageddon2020 #nlblizzard2020",
13473,Just another Wisconsin day. #snowpocalypse2020 #wisconsin https://t.co/8nSSZYRpzU,
13474,Happy end of SOE St. John’s! #nlwx,
13475,Senior and junior. Mey is almost 13 but can still keep the young one (Isla) in order. They love each other really.… https://t.co/GYm3A2MWtv,
13476,This is today ❄️ #Snowpocalypse2020 #snowday,
13477,Sunset last evening in Bay Robert's.  Love when a job takes me out there. #nlwx https://t.co/fXPLhIc6QR,
13478,Kudos to Michael Doyle @CJPDoyle and friends! Long but lovely thread.  #NLTraffic #NLWx  #SJpoli #NLpoli https://t.co/kZpolv738s,
13479,@CBCNL I have a germ phobia and really worried about this hitting #Newfoundland Is there another beer that’s safer to drink? #Coronavirus 🤔,
13480,"Dear St. John's, 
I'm going for a walk. Please don't kill me. 

Sincerely,
Management. #nltraffic",
13481,"The #YYTSOE is over and it feels good to be back to our regular operating hours!

Get the smell of house off ya at… https://t.co/aNuKqKUldV",
13483,Waterford bridge rd still one lane. Please avoid if possible #nltraffic,
13484,🚢 Bell Island Ferry Service Is Operating. Flanders has been fixed and sailing solo. #nltraffic,
13485,"Here’s something to consider: The avg. HH spends 35% of their monthly income on housing, 15% on food, 15% for trans… https://t.co/3QvaWtKlVW",
13486,"Jiffy drivers like George Bailey down the road in ""Its a Wonderful Life""  today:""Hello Sobey's Ropewalk!...Hello Sc… https://t.co/u3vXCHq67J",
13487,Getting it done! #YYTSOE #NLWx https://t.co/SvrgiFfte3,
13488,Good morning! I hope everyone gets out today for some fun after the SOE bill ish WHAT AT ❤️❤️❤️… https://t.co/CTdd7WCdJk,
13489,Spot on! #Cowards #Snowpocalypse2020 #GOPCorruptionOverCountry #MoscowMitch #MoscowMarsha https://t.co/BdulsGINHz,
13490,"I wrote my new column about something we noticed at the outset: the absence of EMO, the disbanded provincial agency… https://t.co/kVXAG1YNVv",
13491,The crowd headed down to the bars tonight after a week or more cooped up... #snowmaggedon2020 https://t.co/8ojDQ1pAMt,
13492,This is sooooo #Newfoundland and I’m 💯 here for it. https://t.co/I67vbwO6rg via @slate,
13493,"🥇With 115cm of snow cover, today is #StJohns's deepest Jan 25th since records began in 1955. #NLWx https://t.co/2EI4hr7ZMw",
13494,"An excellent, fair critique about the provincial response to #blizzard2020 from @JohnGushue Many important question… https://t.co/zXQXKitJuc",
13495,"Downtown snow removal Saturday, Jan. 25

Snow removal operations continue on Harbour Drive, New Gower Street, Water… https://t.co/8h5uPwUZYK",
